"index","fiberhood","f3","netsecfootage","connected","completed","upstreamsection","downstreamchildren","f1percent","f2percent","f3percent","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","packagehomesearned","rolluphomesearned","downstreamhomes","ringestpackagefootage","ringpackagestatus","ringpercentcomplete","feederestpackagefootage","feederpackagestatus","feederpercentcomplete","f1f2f3estfootage","robustdetail","fhpercentcomplete","fhnetworkstatus","networkstatus","homesearned","ringhomesearnedshare","feederhomesearnedshare","fiberhoodhomesearnedshare","packagepercentcomplete","ring","feeder","hiearchy","hhp","coszonename","coscoalescezonegroup","coszonecurrentstatus","cossurveyorsignup","coszonestatus","cosfhname","cxinfrastructurecompletedate","plannedactivatedate","plannedmogroup","actualactivatedate","litmogroup","infactualcost","infactuallaborcost","infactualmaterialcost","inftotalstrand","inftotalduct","infpathfootage","infcostperpathmile","infcostperhhp","aerestcosttobuild","ugestcosttobuild","estcosttobuild","costtobuild","costperhhp","cabaddress","cabbandwidthtest10gigringcomplete","cabphase","cabsiteplancompleteest","cabrackconfigurecalixequipcomplete","cabstarte7finalconfigalarmfmptestingest","caboepwrmakereadystart","cabagghub","cabodccabinet","cabwirepowerodccabinetstartest","cabaddressrequestsubmitted","cabpermitsreceivedest","cabpermitssubmittedactual","cabe7finalconfigalarmfmptestingcomple","cabsplicetestringfibersstartest","cabcabinetproductionreadyactual","cabsiteplancompleteactual","cabstart10gigringturnuptestest","cabpermitssubmittedest","cabwirepowerodccabinetstartactual","cabpermitsreceivedactual","cabelectricalinspectionapprovedest","cabcabinetproductionreadyest","cabdesignpermitstart","cabwirepowerodccabinetcompleteactual","cabstart10gigringturnuptestactual","cabelectricalinspectionapprovedactual","cabconstructioncompleteactual","cabstartbandwidthtest10gigringactual","caboepwrappapproved","cabconstructionstartest","cabstarte7finalconfigalarmfmptestingactual","cabstartbandwidthtest10gigringest","caboepwrappsubmitted","cabsplicetestringfiberscomplete","cabsplicetestringfibersstartactual","cabsubtendring","cabrackbaseconfigurecalixequipstartest","cab10gigringturnuptestcomplete","cabodccabinetsize","cabconstructioncompleteest","cabrackbaseconfigurecalixequipstartactual","caboepwrconnectcomplete","cabsiteaddressrxd","cabconstructionstartactual","surveymrc","totalsurveys","surveyarpu","activemrc","actualmrc","totalsubscribers","firstinstall","activearpu","actualarpu","scheduledinstalls","firstschedinstall","earliestinstall","surveytakerate","subtakerate","combinedtakerate","penetrationbucket","surveybutnotsub","surveypercent","percentofsurveynowsub","notsubnorsurvey"
185,MC21,MC21,0,false,false,MEF15-1,{},0,0,0,Complete,0.0,,"231.0",0,,Medina Fiber,,13557,,HOA,"2.0",233,"2022-05-16",,10829,MEF15,"7/14/21","2022-06-16",,,"5",0.0,1.0,10829,,,,,0,0,,,,,,0,,"13557.0",NO,2,Not Submitted,,,Construction Package,6,6,233,0,Planning,0.0,0,Construction Package,0.05,10829,"Ring: MEF Ring - Planning, Feeder: MEF15-1 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,10,0.0,4.0775,5.825,0.05,MEF Ring,MEF15-1,F3,233,Medina Central 21 (MC21),Medina,Survey,Survey,Survey,MC21,,,,,,,,,,,,,,0,203585,203585,203585.0,873.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.86,16.0,53.12,,,0.0,,,,,,,0.07,0.0,0.07,<10%,16.0,0.07,0.0,217.0
186,MC22,MC22,0,false,false,MEF15-1,{},0,0,0,Complete,0.0,,"19.0",0,,Medina Fiber,,18888,,,"125.0",144,"2022-05-16",,14974,MEF15,"7/14/21","2022-06-21",,,"5",0.0,1.0,14974,,,,,0,0,,,,,,0,,"18888.0",NO,4,Not Submitted,,,Construction Package,4,4,144,0,Planning,0.0,0,Construction Package,0.05,14974,"Ring: MEF Ring - Planning, Feeder: MEF15-1 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,6,0.0,2.5199999999999996,3.6,0.05,MEF Ring,MEF15-1,F3,144,Medina Central 22 (MC22),Medina,Survey,Survey,Survey,MC22,,,,,,,,,,,,,,0,281511,281511,281511.0,1954.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.97,4.0,62.49,,,0.0,,,,,,,0.03,0.0,0.03,<10%,4.0,0.03,0.0,140.0
362,HK15B,HK15B,0,false,false,HIA08-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,191,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,191,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,191,Hinckley 15 B (HK15B),Medina,Survey,Survey,Survey,HK15B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2265.66,33.0,68.66,,,0.0,,,,,,,0.17,0.0,0.17,>10%,33.0,0.17,0.0,158.0
187,MC28,MC28,0,false,false,MEF15-1,{},0,0,0,Complete,0.0,,"66.0",0,,Medina Fiber,,2057,,HOA,"0.0",66,"2022-05-16",,1159,MEF15,"7/14/21","2022-06-21",,,"5",0.0,1.0,1159,,,,,0,0,,,,,,0,,"2057.0",NO,1,Not Submitted,,,Construction Package,2,2,66,0,Planning,0.0,0,Construction Package,0.05,1159,"Ring: MEF Ring - Planning, Feeder: MEF15-1 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,3,0.0,1.1549999999999998,1.6500000000000001,0.05,MEF Ring,MEF15-1,F3,66,Medina Central 28 (MC28),Medina,Survey,Survey,Survey,MC28,,,,,,,,,,,,,,0,21789,21789,21789.0,330.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.96999999999997,3.0,79.99,,,0.0,,,,,,,0.05,0.0,0.05,<10%,3.0,0.05,0.0,63.0
188,MC27,MC27,0,false,false,MEF15-1,{},0,0,0,Complete,0.0,,"121.0",0,,Medina Fiber,YES,7584,,HOA,"0.0",121,"2022-05-16",,7076,MEF15,"7/14/21","2022-06-21",,,"5",0.0,1.0,7076,,,,,0,0,,,,,,0,,"7584.0",NO,1,Permits Approved,"2021-12-10","2021-11-03",Permits Approved Ready For Construction,6,6,121,0,Planning,0.0,0,Construction Package,0.05,7076,"Ring: MEF Ring - Planning, Feeder: MEF15-1 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,8,0.0,2.1174999999999997,6.050000000000001,0.1,MEF Ring,MEF15-1,F3,121,Medina Central 27 (MC27),Medina,Survey,Survey,Survey,MC27,,,,,,,,,,,,,,0,133029,133029,133029.0,1099.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.87,11.0,57.35,,,0.0,,,,,,,0.09,0.0,0.09,<10%,11.0,0.09,0.0,110.0
189,MC26,MC26,0,false,false,MEF15-1,{},0,0,0,Complete,0.0,,"162.0",0,,Medina Fiber,,11009,,HOA,"0.0",162,"2022-05-16",,7417,MEF15,"7/14/21","2022-06-24",,,"5",0.0,1.0,7417,,,,,0,0,,,,,,0,,"11009.0",NO,3,Permits Submitted,,"2021-11-09",Construction Package,4,4,162,0,Planning,0.0,0,Construction Package,0.05,7417,"Ring: MEF Ring - Planning, Feeder: MEF15-1 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,7,0.0,2.8349999999999995,4.05,0.05,MEF Ring,MEF15-1,F3,162,Medina Central 26 (MC26),Medina,Survey,Survey,Survey,MC26,,,,,,,,,,,,,,0,139440,139440,139440.0,860.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.8199999999999,16.0,63.49,,,0.0,,,,,,,0.1,0.0,0.1,<10%,16.0,0.1,0.0,146.0
190,MC14,MC14,0,false,false,MEF15-2,{},0,0,0,Complete,0.0,,"16.0",0,,Medina Fiber,YES,1884,,,"2.0",18,"2022-05-24",,8221,MEF15,"7/14/21","2022-06-29",,,"5",0.0,1.0,8221,,,,,0,0,,,,,,0,,"1884.0",NO,1,Permits Approved,"2021-12-08","2021-11-10",Permits Approved Ready For Construction,1,1,18,0,Planning,0.0,0,Construction Package,0.05,8221,"Ring: MEF Ring - Planning, Feeder: MEF15-2 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,1,0.0,0.31499999999999995,0.9,0.1,MEF Ring,MEF15-2,F3,18,,,,,,,,,,,,,,,,,,,,0,154555,154555,154555.0,8586.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,18.0
191,MC17,MC17,0,false,false,MEF15-2,{},0,0,0,Complete,0.0,,"127.0",0,,Medina Fiber,,8563,,,"0.0",127,"2022-05-24",,9643,MEF15,"7/14/21","2022-06-30",,,"5",0.0,1.0,9643,,,,,0,0,,,,,,0,,"8563.0",NO,1,Not Submitted,,,Construction Package,3,3,127,0,Planning,0.0,0,Construction Package,0.05,9643,"Ring: MEF Ring - Planning, Feeder: MEF15-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,5,0.0,2.2224999999999997,3.1750000000000003,0.05,MEF Ring,MEF15-2,F3,127,Medina Central 17 (MC17),Medina,Survey,Survey,Survey,MC17,,,,,,,,,,,,,,0,181288,181288,181288.0,1427.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.88,15.0,54.66,,,0.0,,,,,,,0.12,0.0,0.12,>10%,15.0,0.12,0.0,112.0
192,MW07,MW07,0,false,false,MEF15-2,{},0,0,0,Complete,0.0,,"237.0",0,,Medina Fiber,YES,16492,,,"0.0",237,"2022-05-24",,11109,MEF15,"7/14/21","2022-07-06",,,"5",0.0,1.0,11109,,,,,0,0,,,,,,0,,"16492.0",NO,1,Permits Approved,"2021-10-25","2021-09-10",Permits Approved Ready For Construction,12,12,237,0,Planning,0.0,0,Construction Package,0.05,11109,"Ring: MEF Ring - Planning, Feeder: MEF15-2 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,16,0.0,4.1475,11.850000000000001,0.1,MEF Ring,MEF15-2,F3,237,Medina West 07 (MW07),Medina,Survey,Survey,Survey,MW07,,,,,,,,,,,,,,0,208849,208849,208849.0,881.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.71,32.0,59.99,,,0.0,,,,,,,0.14,0.0,0.14,>10%,32.0,0.14,0.0,205.0
193,MC18.1,MC18.1,0,false,false,MEF15-2,{},0,0,0,Complete,0.0,,"131.0",0,,Medina Fiber,,2482,,HOA,"0.0",131,"2022-05-24",,3198,MEF15,"7/14/21","2022-06-30",,,"5",0.0,1.0,3198,,,,,0,0,,,,,,0,,"2482.0",NO,1,Not Submitted,,,Construction Package,3,3,131,0,Planning,0.0,0,Construction Package,0.05,3198,"Ring: MEF Ring - Planning, Feeder: MEF15-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,6,0.0,2.2925,3.2750000000000004,0.05,MEF Ring,MEF15-2,F3,131,Medina Central 18.1 (MC18.1),Medina,Survey,Survey,Survey,MC18.1,,,,,,,,,,,,,,0,60122,60122,60122.0,458.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.94,8.0,44.99,,,0.0,,,,,,,0.06,0.0,0.06,<10%,8.0,0.06,0.0,123.0
194,YR05,YR05,0,false,false,MEF15-2,{},0,0,0,Complete,0.0,,"117.0",0,,Medina Fiber,,6061,,,"0.0",117,"2022-05-24",,4713,MEF15,"7/14/21","2022-06-30",,,"5",0.0,1.0,4713,,,,,0,0,,,,,,0,,"6061.0",NO,2,Not Submitted,,,Construction Package,3,3,117,0,Planning,0.0,0,Construction Package,0.05,4713,"Ring: MEF Ring - Planning, Feeder: MEF15-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,5,0.0,2.0475,2.9250000000000003,0.05,MEF Ring,MEF15-2,F3,117,York 05 (YR05),Medina,Survey,Survey,Survey,YR05,,,,,,,,,,,,,,0,88604,88604,88604.0,757.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.67,32.0,63.93,,,0.0,,,,,,,0.27,0.0,0.27,>20%,32.0,0.27,0.0,85.0
195,MN09,MN09,0,false,false,HIA03-1,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,,,124,"2022-06-06",,12703,HIA03,"7/29/21","2022-06-28",,,"6",0.0,1.0,12703,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Construction Package,3,3,124,0,Planning,0.0,0,Construction Package,0.05,12703,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-1 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,5,0.0,2.17,3.1,0.05,HIA HIB Ring,HIA03-1,F3,124,Medina North 09 (MN09),Medina,Survey,Survey,Survey,MN09,,,,,,,,,,,,,,0,238816,238816,238816.0,1925.94,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,519.93,11.0,47.27,,,0.0,,,,,,,0.09,0.0,0.09,<10%,11.0,0.09,0.0,113.0
196,MN15,MN15,0,false,false,HIA03-1,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,112,"2022-06-06",,14194,HIA03,"7/29/21","2022-06-28",,,"6",0.0,1.0,14194,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-11-15","2021-09-07",Permits Approved Ready For Construction,6,6,112,0,Planning,0.0,0,Construction Package,0.05,14194,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-1 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,8,0.0,1.9599999999999997,5.6000000000000005,0.1,HIA HIB Ring,HIA03-1,F3,112,Medina North 15 (MN15),Medina,Survey,Survey,Survey,MN15,,,,,,,,,,,,,,0,266847,266847,266847.0,2382.56,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,727.89,10.0,72.79,,,0.0,,,,,,,0.09,0.0,0.09,<10%,10.0,0.09,0.0,102.0
197,MN07,MN07,0,false,false,HIA03-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,,,106,"2022-06-07",,14299,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,14299,,,,,0,0,,,,,,0,,"0.0",NO,2,Permits Submitted,,"2021-09-21",Construction Package,3,3,106,0,Planning,0.0,0,Construction Package,0.05,14299,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,5,0.0,1.8549999999999998,2.6500000000000004,0.05,HIA HIB Ring,HIA03-2,F3,106,Medina North 07 (MN07),Medina,Survey,Survey,Survey,MN07,,,,,,,,,,,,,,0,268821,268821,268821.0,2536.05,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,909.87,13.0,69.99,,,0.0,,,,,,,0.12,0.0,0.12,>10%,13.0,0.12,0.0,93.0
198,MN06,MN06,0,false,false,HIA03-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,135,"2022-06-08",,11559,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,11559,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-10-19","2021-09-15",Permits Approved Ready For Construction,7,7,135,0,Planning,0.0,0,Construction Package,0.05,11559,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-2 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,9,0.0,2.3625,6.75,0.1,HIA HIB Ring,HIA03-2,F3,135,Medina North 06 (MN06),Medina,Survey,Survey,Survey,MN06,,,,,,,,,,,,,,0,217309,217309,217309.0,1609.7,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1519.81,20.0,75.99,,,0.0,,,,,,,0.15,0.0,0.15,>10%,20.0,0.15,0.0,115.0
199,MN16,MN16,0,false,false,HIA03-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,,,94,"2022-06-09",,16004,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,16004,,,,,0,0,,,,,,0,,"0.0",NO,2,Not Submitted,,,Construction Package,2,2,94,0,Planning,0.0,0,Construction Package,0.05,16004,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,4,0.0,1.6449999999999998,2.35,0.05,HIA HIB Ring,HIA03-2,F3,94,Medina North 16 (MN16),Medina,Survey,Survey,Survey,MN16,,,,,,,,,,,,,,0,300875,300875,300875.0,3200.8,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,317.95,4.0,79.49,,,0.0,,,,,,,0.04,0.0,0.04,<10%,4.0,0.04,0.0,90.0
200,MN13,MN13,0,false,false,HIA03-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,,,109,"2022-06-14",,17016,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,17016,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Construction Package,3,3,109,0,Planning,0.0,0,Construction Package,0.05,17016,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,5,0.0,1.9074999999999998,2.725,0.05,HIA HIB Ring,HIA03-2,F3,109,Medina North 13 (MN13),Medina,Survey,Survey,Survey,MN13,,,,,,,,,,,,,,0,319901,319901,319901.0,2934.87,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,569.93,7.0,81.42,,,0.0,,,,,,,0.06,0.0,0.06,<10%,7.0,0.06,0.0,102.0
201,MN14,MN14,0,false,false,HIA03-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,124,"2022-06-10",,16786,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,16786,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-12-08","2021-10-15",Permits Approved Ready For Construction,6,6,124,0,Planning,0.0,0,Construction Package,0.05,16786,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-2 - Construction Package, FH: Permits Approved Ready For Construction",0.0675,Permits Approved Ready For Construction,Permits Approved Ready For Construction,8,0.0,2.17,6.2,0.1,HIA HIB Ring,HIA03-2,F3,124,Medina North 14 (MN14),Medina,Survey,Survey,Survey,MN14,,,,,,,,,,,,,,0,315577,315577,315577.0,2544.98,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1089.86,14.0,77.85,,,0.0,,,,,,,0.11,0.0,0.11,>10%,14.0,0.11,0.0,110.0
202,MN08,MN08,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,64,"2022-06-09",,7622,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,7622,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-11-05","2021-09-27",Permits Approved Ready For Construction,3,3,64,0,Planning,0.0,0,Detailed Design,0.025,7622,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Permits Approved Ready For Construction",0.058750000000000004,Permits Approved Ready For Construction,Permits Approved Ready For Construction,4,0.0,0.5599999999999999,3.2,0.1,HIA HIB Ring,HIA03-3,F3,64,Medina North 08 (MN08),Medina,Survey,Survey,Survey,MN08,,,,,,,,,,,,,,0,143294,143294,143294.0,2238.97,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,187.95999999999998,4.0,46.99,,,0.0,,,,,,,0.06,0.0,0.06,<10%,4.0,0.06,0.0,60.0
203,YR04,YR04,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,HOA,,120,"2022-06-13",,15799,HIA03,"7/29/21","2022-08-12",,,"6",0.0,1.0,15799,,,,,0,0,,,,,,0,,"0.0",NO,2,Not Submitted,,,Construction Package,3,3,120,0,Planning,0.0,0,Detailed Design,0.025,15799,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Construction Package",0.03375,Construction Package,Construction Package,4,0.0,1.0499999999999998,3.0,0.05,HIA HIB Ring,HIA03-3,F3,120,York 04 (YR04),Medina,Survey,Survey,Survey,YR04,,,,,,,,,,,,,,0,297021,297021,297021.0,2475.18,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,309.95,6.0,51.66,,,0.0,,,,,,,0.05,0.0,0.05,<10%,6.0,0.05,0.0,114.0
204,LV12,LV12,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,94,"2022-06-16",,14845,HIA03,"7/29/21","2022-08-16",,,"6",0.0,1.0,14845,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-11-18","2021-10-08",Permits Approved Ready For Construction,5,5,94,0,Planning,0.0,0,Detailed Design,0.025,14845,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Permits Approved Ready For Construction",0.058750000000000004,Permits Approved Ready For Construction,Permits Approved Ready For Construction,6,0.0,0.8224999999999999,4.7,0.1,HIA HIB Ring,HIA03-3,F3,94,Liverpool 12 (LV12),Medina,Survey,Survey,Survey,LV12,,,,,,,,,,,,,,0,279086,279086,279086.0,2969.0,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,559.91,9.0,62.21,,,0.0,,,,,,,0.1,0.0,0.1,<10%,9.0,0.1,0.0,85.0
205,YR03,YR03,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,,,92,"2022-06-15",,13281,HIA03,"7/29/21","2022-08-17",,,"6",0.0,1.0,13281,,,,,0,0,,,,,,0,,"0.0",NO,1,Not Submitted,,,Construction Package,2,2,92,0,Planning,0.0,0,Detailed Design,0.025,13281,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Construction Package",0.03375,Construction Package,Construction Package,3,0.0,0.8049999999999999,2.3000000000000003,0.05,HIA HIB Ring,HIA03-3,F3,92,York 03 (YR03),Medina,Survey,Survey,Survey,YR03,,,,,,,,,,,,,,0,249683,249683,249683.0,2713.95,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,309.95,6.0,51.66,,,0.0,,,,,,,0.07,0.0,0.07,<10%,6.0,0.07,0.0,86.0
206,MN10,MN10,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,HOA,,218,"2022-06-22",,19730,HIA03,"7/29/21","2022-08-16",,,"6",0.0,1.0,19730,,,,,0,0,,,,,,0,,"0.0",NO,2,Permits Submitted,,"2021-11-09",Construction Package,5,5,218,0,Planning,0.0,0,Detailed Design,0.025,19730,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Construction Package",0.03375,Construction Package,Construction Package,7,0.0,1.9074999999999998,5.45,0.05,HIA HIB Ring,HIA03-3,F3,218,Medina North 10 (MN10),Medina,Survey,Survey,Survey,MN10,,,,,,,,,,,,,,0,370924,370924,370924.0,1701.49,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1189.84,17.0,69.99,,,0.0,,,,,,,0.08,0.0,0.08,<10%,17.0,0.08,0.0,201.0
207,YR06,YR06,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,,,128,"2022-06-23",,8869,HIA03,"7/29/21","2022-08-22",,,"6",0.0,1.0,8869,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-09-24","2021-08-30",Permits Approved Ready For Construction,6,6,128,0,Planning,0.0,0,Detailed Design,0.025,8869,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Permits Approved Ready For Construction",0.058750000000000004,Permits Approved Ready For Construction,Permits Approved Ready For Construction,8,0.0,1.1199999999999999,6.4,0.1,HIA HIB Ring,HIA03-3,F3,128,York 06 (YR06),Medina,Survey,Survey,Survey,YR06,,,,,,,,,,,,,,0,166737,166737,166737.0,1302.63,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,509.91999999999996,8.0,63.74,,,0.0,,,,,,,0.06,0.0,0.06,<10%,8.0,0.06,0.0,120.0
208,YR01,YR01,0,false,false,HIA03-3,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,YES,0,,HOA,,223,"2022-06-27",,9942,HIA03,"7/29/21","2022-08-22",,,"6",0.0,1.0,9942,,,,,0,0,,,,,,0,,"0.0",NO,1,Permits Approved,"2021-10-05","2021-08-31",Permits Approved Ready For Construction,11,11,223,0,Planning,0.0,0,Detailed Design,0.025,9942,"Ring: HIA HIB Ring - Planning, Feeder: HIA03-3 - Detailed Design, FH: Permits Approved Ready For Construction",0.058750000000000004,Permits Approved Ready For Construction,Permits Approved Ready For Construction,13,0.0,1.9512499999999997,11.15,0.1,HIA HIB Ring,HIA03-3,F3,223,York 01 (YR01),Medina,Survey,Survey,Survey,YR01,,,,,,,,,,,,,,0,186910,186910,186910.0,838.16,TBD,,"6.0",,,,,HINCKLEY,HIA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2089.71,29.0,72.06,,,0.0,,,,,,,0.13,0.0,0.13,>10%,29.0,0.13,0.0,194.0
